caseid,presvote,partyid,age,fincome,female,white,BushFT,ClintonFT,PerotFT,candid,vote,FT,clintondummy,perotdummy,PIDxClinton,PIDxPerot,partisan,bushdummy,PIDxBush,votehat,altvotehat
3423,2,1,53,20,1,1,72,85,70,1,0,72,0,0,0,0,major,1,1,.04357554,.98938799
3423,2,1,53,20,1,1,72,85,70,2,1,85,1,0,1,0,major,0,0,.87497789,.99946612
3423,2,1,53,20,1,1,72,85,70,3,0,70,0,1,0,1,minor,0,0,.081446566,.99429423
3424,2,5,40,24,1,1,30,85,85,1,0,30,0,0,0,0,major,1,5,.018178985,.86871278
3424,2,5,40,24,1,1,30,85,85,2,1,85,1,0,5,0,major,0,0,.41073769,.99335557
3424,2,5,40,24,1,1,30,85,85,3,0,85,0,1,0,5,minor,0,0,.57108331,.99521226
3425,2,1,58,22,1,1,15,85,25,1,0,15,0,0,0,0,major,1,1,.0013647146,.72007072
3425,2,1,58,22,1,1,15,85,25,2,1,85,1,0,1,0,major,0,0,.99320364,.99946612
3425,2,1,58,22,1,1,15,85,25,3,0,25,0,1,0,1,minor,0,0,.0054316698,.91101682
3426,3,3,32,20,1,1,60,60,85,1,0,60,0,0,0,0,major,1,3,.095475309,.97767019
3426,3,3,32,20,1,1,60,60,85,2,0,60,1,0,3,0,major,0,0,.2388864,.99095422
3426,3,3,32,20,1,1,60,60,85,3,1,85,0,1,0,3,minor,0,0,.66563827,.99673468
3427,3,7,53,9,0,1,40,50,60,1,0,40,0,0,0,0,major,1,7,.26776081,.92549759
3427,3,7,53,9,0,1,40,50,60,2,0,50,1,0,7,0,major,0,0,.100444,.82332027
3427,3,7,53,9,0,1,40,50,60,3,1,60,0,1,0,7,minor,0,0,.63179517,.96700895
3428,2,2,37,21,1,0,0,60,40,1,0,0,0,0,0,0,major,1,2,.0043704752,.5
3428,2,2,37,21,1,0,0,60,40,2,1,60,1,0,2,0,major,0,0,.90064818,.99517083
3428,2,2,37,21,1,0,0,60,40,3,0,40,0,1,0,2,minor,0,0,.094981343,.9560101
3429,1,7,39,19,0,1,85,0,0,1,1,85,0,0,0,0,major,1,7,.99590558,.99529278
3429,1,7,39,19,0,1,85,0,0,2,0,0,1,0,7,0,major,0,0,.00094114873,.16653742
3429,1,7,39,19,0,1,85,0,0,3,0,0,0,1,0,7,minor,0,0,.0031532566,.40100512
3430,2,2,29,21,0,0,60,60,50,1,0,60,0,0,0,0,major,1,2,.15063433,.97767019
3430,2,2,29,21,0,0,60,60,50,2,1,60,1,0,2,0,major,0,0,.70899469,.99517083
3430,2,2,29,21,0,0,60,60,50,3,0,50,0,1,0,2,minor,0,0,.14037099,.9760766
3431,1,2,35,20,0,1,85,40,0,1,1,85,0,0,0,0,major,1,2,.77833027,.99529278
3431,1,2,35,20,0,1,85,40,0,2,0,40,1,0,2,0,major,0,0,.21522976,.98318446
3431,1,2,35,20,0,1,85,40,0,3,0,0,0,1,0,2,minor,0,0,.0064399568,.63629258
3433,1,7,27,18,1,1,70,0,30,1,1,70,0,0,0,0,major,1,7,.94668049,.98798043
3433,1,7,27,18,1,1,70,0,30,2,0,0,1,0,7,0,major,0,0,.002301285,.16653742
3433,1,7,27,18,1,1,70,0,30,3,0,30,0,1,0,7,minor,0,0,.051018212,.81582993
3434,1,6,65,21,0,1,70,30,15,1,1,70,0,0,0,0,major,1,6,.9472872,.98798043
3434,1,6,65,21,0,1,70,30,15,2,0,30,1,0,6,0,major,0,0,.028662961,.71323109
3434,1,6,65,21,0,1,70,30,15,3,0,15,0,1,0,6,minor,0,0,.024049837,.67604417
3435,2,4,47,16,0,1,70,60,50,1,0,70,0,0,0,0,major,1,4,.48864013,.98798043
3435,2,4,47,16,0,1,70,60,50,2,1,60,1,0,4,0,major,0,0,.34619406,.9831183
3435,2,4,47,16,0,1,70,60,50,3,0,50,0,1,0,4,minor,0,0,.16516581,.96525812
3436,2,3,29,19,1,1,30,85,60,1,0,30,0,0,0,0,major,1,3,.011049093,.86871278
3436,2,3,29,19,1,1,30,85,60,2,1,85,1,0,3,0,major,0,0,.88340306,.99811333
3436,2,3,29,19,1,1,30,85,60,3,0,60,0,1,0,3,minor,0,0,.10554788,.98442578
3437,2,2,65,12,0,1,40,60,40,1,0,40,0,0,0,0,major,1,2,.051710285,.92549759
3437,2,2,65,12,0,1,40,60,40,2,1,60,1,0,2,0,major,0,0,.8578245,.99517083
3437,2,2,65,12,0,1,40,60,40,3,0,40,0,1,0,2,minor,0,0,.09046521,.9560101
3438,2,2,38,21,1,1,15,40,0,1,0,15,0,0,0,0,major,1,2,.040966835,.72007072
3438,2,2,38,21,1,1,15,40,0,2,1,40,1,0,2,0,major,0,0,.9311713,.98318446
3438,2,2,38,21,1,1,15,40,0,3,0,0,0,1,0,2,minor,0,0,.027861867,.63629258
3439,1,5,55,24,1,1,60,35,60,1,1,60,0,0,0,0,major,1,5,.46959043,.97767019
3439,1,5,55,24,1,1,60,35,60,2,0,35,1,0,5,0,major,0,0,.068754978,.86505646
3439,1,5,55,24,1,1,60,35,60,3,0,60,0,1,0,5,minor,0,0,.4616546,.97729504
3440,1,6,20,3,1,1,85,30,15,1,1,85,0,0,0,0,major,1,6,.97882551,.99529278
3440,1,6,20,3,1,1,85,30,15,2,0,30,1,0,6,0,major,0,0,.011513776,.71323109
3440,1,6,20,3,1,1,85,30,15,3,0,15,0,1,0,6,minor,0,0,.0096607069,.67604417
3441,3,6,68,16,0,1,85,60,50,1,0,85,0,0,0,0,major,1,6,.85666686,.99529278
3441,3,6,68,16,0,1,85,60,50,2,0,60,1,0,6,0,major,0,0,.066677339,.94271654
3441,3,6,68,16,0,1,85,60,50,3,1,50,0,1,0,6,minor,0,0,.07665579,.94979894
3444,1,6,39,21,0,1,60,30,0,1,1,60,0,0,0,0,major,1,6,.92994308,.97767019
3444,1,6,39,21,0,1,60,30,0,2,0,30,1,0,6,0,major,0,0,.052825913,.71323109
3444,1,6,39,21,0,1,60,30,0,3,0,0,0,1,0,6,minor,0,0,.017231029,.44789946
3445,2,1,23,1,1,0,0,60,0,1,0,0,0,0,0,0,major,1,1,.0025590183,.5
3445,2,1,23,1,1,0,0,60,0,2,1,60,1,0,1,0,major,0,0,.99201578,.99742705
3445,2,1,23,1,1,0,0,60,0,3,0,0,0,1,0,1,minor,0,0,.0054251738,.67948937
3446,2,1,46,9,1,0,50,60,50,1,0,50,0,0,0,0,major,1,1,.050652821,.95888412
3446,2,1,46,9,1,0,50,60,50,2,1,60,1,0,1,0,major,0,0,.8419621,.99742705
3446,2,1,46,9,1,0,50,60,50,3,0,50,0,1,0,1,minor,0,0,.10738506,.98017526
3447,3,3,27,16,0,1,0,70,100,1,0,0,0,0,0,0,major,1,3,.0010081999,.5
3447,3,3,27,16,0,1,0,70,100,2,0,70,1,0,3,0,major,0,0,.20735084,.99516124
3447,3,3,27,16,0,1,0,70,100,3,1,100,0,1,0,3,minor,0,0,.791641,.99872804
3449,3,2,23,19,0,1,40,60,50,1,0,40,0,0,0,0,major,1,2,.047907751,.92549759
3449,3,2,23,19,0,1,40,60,50,2,0,60,1,0,2,0,major,0,0,.79474407,.99517083
3449,3,2,23,19,0,1,40,60,50,3,1,50,0,1,0,2,minor,0,0,.15734817,.9760766
3451,3,3,30,20,0,1,60,70,70,1,0,60,0,0,0,0,major,1,3,.11893924,.97767019
3451,3,3,30,20,0,1,60,70,70,2,0,70,1,0,3,0,major,0,0,.55869752,.99516124
3451,3,3,30,20,0,1,60,70,70,3,1,70,0,1,0,3,minor,0,0,.32236323,.99164343
3455,2,4,55,19,1,1,60,40,85,1,0,60,0,0,0,0,major,1,4,.14024048,.97767019
3455,2,4,55,19,1,1,60,40,85,2,1,40,1,0,4,0,major,0,0,.052923989,.94293189
3455,2,4,55,19,1,1,60,40,85,3,0,85,0,1,0,4,minor,0,0,.80683553,.99604577
3456,2,2,22,13,1,1,40,70,30,1,0,40,0,0,0,0,major,1,2,.030233629,.92549759
3456,2,2,22,13,1,1,40,70,30,2,1,70,1,0,2,0,major,0,0,.94159269,.99742192
3456,2,2,22,13,1,1,40,70,30,3,0,30,0,1,0,2,minor,0,0,.028173689,.92048347
3460,2,1,48,17,1,1,0,25,0,1,0,0,0,0,0,0,major,1,1,.021797003,.5
3460,2,1,48,17,1,1,0,25,0,2,1,25,1,0,1,0,major,0,0,.93199289,.97714698
3460,2,1,48,17,1,1,0,25,0,3,0,0,0,1,0,1,minor,0,0,.046210114,.67948937
3461,2,5,18,13,1,1,50,70,40,1,0,50,0,0,0,0,major,1,5,.24901904,.95888412
3461,2,5,18,13,1,1,50,70,40,2,1,70,1,0,5,0,major,0,0,.62058049,.9830851
3461,2,5,18,13,1,1,50,70,40,3,0,40,0,1,0,5,minor,0,0,.13040049,.92431384
3462,1,7,31,22,0,1,70,40,50,1,1,70,0,0,0,0,major,1,7,.8195774,.98798043
3462,1,7,31,22,0,1,70,40,50,2,0,40,1,0,7,0,major,0,0,.024749245,.71282238
3462,1,7,31,22,0,1,70,40,50,3,0,50,0,1,0,7,minor,0,0,.15567335,.93980575
3464,1,7,64,21,0,1,100,50,0,1,1,100,0,0,0,0,major,1,7,.99029642,.99816477
3464,1,7,64,21,0,1,100,50,0,2,0,50,1,0,7,0,major,0,0,.0084846644,.82332027
3464,1,7,64,21,0,1,100,50,0,3,0,0,0,1,0,7,minor,0,0,.001218932,.40100512
3466,3,5,53,13,1,1,50,10,75,1,0,50,0,0,0,0,major,1,5,.17227893,.95888412
3466,3,5,53,13,1,1,50,10,75,2,0,10,1,0,5,0,major,0,0,.0098059615,.57034302
3466,3,5,53,13,1,1,50,10,75,3,1,75,0,1,0,5,minor,0,0,.81791514,.99104917
3467,1,5,20,15,0,1,15,50,70,1,1,15,0,0,0,0,major,1,5,.025756611,.72007072
3467,1,5,20,15,0,1,15,50,70,2,0,50,1,0,5,0,major,0,0,.16511296,.9428243
3467,1,5,20,15,0,1,15,50,70,3,0,70,0,1,0,5,minor,0,0,.80913043,.98777634
3471,2,1,37,15,1,1,15,85,40,1,0,15,0,0,0,0,major,1,1,.0013531581,.72007072
3471,2,1,37,15,1,1,15,85,40,2,1,85,1,0,1,0,major,0,0,.98479313,.99946612
3471,2,1,37,15,1,1,15,85,40,3,0,40,0,1,0,1,minor,0,0,.013853736,.96341783
3473,2,4,48,15,1,0,50,85,70,1,0,50,0,0,0,0,major,1,4,.05794448,.95888412
3473,2,4,48,15,1,0,50,85,70,2,1,85,1,0,4,0,major,0,0,.69875216,.99645686
3473,2,4,48,15,1,0,50,85,70,3,0,70,0,1,0,4,minor,0,0,.24330336,.98989129
3476,1,6,51,22,0,1,60,30,60,1,1,60,0,0,0,0,major,1,6,.53531188,.97767019
3476,1,6,51,22,0,1,60,30,60,2,0,30,1,0,6,0,major,0,0,.030408677,.71323109
3476,1,6,51,22,0,1,60,30,60,3,0,60,0,1,0,6,minor,0,0,.43427944,.97261757
3477,3,5,37,17,1,1,40,60,15,1,0,40,0,0,0,0,major,1,5,.27058667,.92549759
3477,3,5,37,17,1,1,40,60,15,2,0,60,1,0,5,0,major,0,0,.67432922,.96870875
3477,3,5,37,17,1,1,40,60,15,3,1,15,0,1,0,5,minor,0,0,.055084098,.71662241
3478,1,6,53,19,1,1,60,30,70,1,1,60,0,0,0,0,major,1,6,.3876189,.97767019
3478,1,6,53,19,1,1,60,30,70,2,0,30,1,0,6,0,major,0,0,.022018898,.71323109
3478,1,6,53,19,1,1,60,30,70,3,0,70,0,1,0,6,minor,0,0,.59036219,.98522544
3479,1,7,74,19,1,1,70,0,0,1,1,70,0,0,0,0,major,1,7,.98953521,.98798043
3479,1,7,74,19,1,1,70,0,0,2,0,0,1,0,7,0,major,0,0,.0024054605,.16653742
3479,1,7,74,19,1,1,70,0,0,3,0,0,0,1,0,7,minor,0,0,.0080593359,.40100512
3481,1,7,34,20,0,1,70,30,30,1,1,70,0,0,0,0,major,1,7,.93459982,.98798043
3481,1,7,34,20,0,1,70,30,30,2,0,30,1,0,7,0,major,0,0,.015033026,.56936389
3481,1,7,34,20,0,1,70,30,30,3,0,30,0,1,0,7,minor,0,0,.050367162,.81582993
3482,1,6,43,22,0,1,85,60,70,1,1,85,0,0,0,0,major,1,6,.71776462,.99529278
3482,1,6,43,22,0,1,85,60,70,2,0,60,1,0,6,0,major,0,0,.055866092,.94271654
3482,1,6,43,22,0,1,85,60,70,3,0,70,0,1,0,6,minor,0,0,.22636931,.98522544
3484,1,6,26,9,0,1,70,0,85,1,1,70,0,0,0,0,major,1,6,.32347664,.98798043
3484,1,6,26,9,0,1,70,0,85,2,0,0,1,0,6,0,major,0,0,.0014792057,.27319023
3484,1,6,26,9,0,1,70,0,85,3,0,85,0,1,0,6,minor,0,0,.67504418,.99420398
3485,2,2,67,15,1,1,50,70,30,1,0,50,0,0,0,0,major,1,2,.055293169,.95888412
3485,2,2,67,15,1,1,50,70,30,2,1,70,1,0,2,0,major,0,0,.91726118,.99742192
3485,2,2,67,15,1,1,50,70,30,3,0,30,0,1,0,2,minor,0,0,.027445657,.92048347
3486,2,3,31,4,0,1,30,70,40,1,0,30,0,0,0,0,major,1,3,.028742189,.86871278
3486,2,3,31,4,0,1,30,70,40,2,1,70,1,0,3,0,major,0,0,.89335734,.99516124
3486,2,3,31,4,0,1,30,70,40,3,0,40,0,1,0,3,minor,0,0,.077900484,.94718462
3489,1,7,51,20,0,1,85,0,0,1,1,85,0,0,0,0,major,1,7,.99590558,.99529278
3489,1,7,51,20,0,1,85,0,0,2,0,0,1,0,7,0,major,0,0,.00094114873,.16653742
3489,1,7,51,20,0,1,85,0,0,3,0,0,0,1,0,7,minor,0,0,.0031532566,.40100512
3490,2,2,47,13,0,0,50,60,40,1,0,50,0,0,0,0,major,1,2,.092866354,.95888412
3490,2,2,47,13,0,0,50,60,40,2,1,60,1,0,2,0,major,0,0,.82059467,.99517083
3490,2,2,47,13,0,0,50,60,40,3,0,40,0,1,0,2,minor,0,0,.086538993,.9560101
3491,2,2,71,14,1,1,40,85,60,1,0,40,0,0,0,0,major,1,2,.011457584,.92549759
3491,2,2,71,14,1,1,40,85,60,2,1,85,1,0,2,0,major,0,0,.91789436,.9989962
3491,2,2,71,14,1,1,40,85,60,3,0,60,0,1,0,2,minor,0,0,.070648059,.98711294
3492,1,5,47,17,1,1,70,10,50,1,1,70,0,0,0,0,major,1,5,.77215338,.98798043
3492,1,5,47,17,1,1,70,10,50,2,0,10,1,0,5,0,major,0,0,.012469789,.57034302
3492,1,5,47,17,1,1,70,10,50,3,0,50,0,1,0,5,minor,0,0,.21537684,.95820683
3495,2,3,29,19,0,1,0,60,30,1,0,0,0,0,0,0,major,1,3,.0083262911,.5
3495,2,3,29,19,0,1,0,60,30,2,1,60,1,0,3,0,major,0,0,.91213572,.99095422
3495,2,3,29,19,0,1,0,60,30,3,0,30,0,1,0,3,minor,0,0,.079537958,.9052369
3499,1,7,21,15,0,1,85,0,0,1,1,85,0,0,0,0,major,1,7,.99590558,.99529278
3499,1,7,21,15,0,1,85,0,0,2,0,0,1,0,7,0,major,0,0,.00094114873,.16653742
3499,1,7,21,15,0,1,85,0,0,3,0,0,0,1,0,7,minor,0,0,.0031532566,.40100512
3502,2,1,57,6,1,0,15,85,60,1,0,15,0,0,0,0,major,1,1,.0013074316,.72007072
3502,2,1,57,6,1,0,15,85,60,2,1,85,1,0,1,0,major,0,0,.95151454,.99946612
3502,2,1,57,6,1,0,15,85,60,3,0,60,0,1,0,1,minor,0,0,.047178037,.98934144
3503,1,6,37,17,1,1,85,40,30,1,1,85,0,0,0,0,major,1,6,.95468003,.99529278
3503,1,6,37,17,1,1,85,40,30,2,0,40,1,0,6,0,major,0,0,.021082474,.8236106
3503,1,6,37,17,1,1,85,40,30,3,0,30,0,1,0,6,minor,0,0,.024237527,.8429659
3505,2,2,57,11,0,1,60,70,50,1,0,60,0,0,0,0,major,1,2,.092866354,.97767019
3505,2,2,57,11,0,1,60,70,50,2,1,70,1,0,2,0,major,0,0,.82059467,.99742192
3505,2,2,57,11,0,1,60,70,50,3,0,50,0,1,0,2,minor,0,0,.086538993,.9760766
3507,1,4,37,21,1,0,70,85,50,1,1,70,0,0,0,0,major,1,4,.21010838,.98798043
3507,1,4,37,21,1,0,70,85,50,2,0,85,1,0,4,0,major,0,0,.71887267,.99645686
3507,1,4,37,21,1,0,70,85,50,3,0,50,0,1,0,4,minor,0,0,.071018972,.96525812
3508,1,7,20,2,1,1,90,30,85,1,1,90,0,0,0,0,major,1,7,.66972011,.99656016
3508,1,7,20,2,1,1,90,30,85,2,0,30,1,0,7,0,major,0,0,.0030564095,.56936389
3508,1,7,20,2,1,1,90,30,85,3,0,85,0,1,0,7,minor,0,0,.32722351,.99298495
3509,2,2,39,7,0,1,30,60,50,1,0,30,0,0,0,0,major,1,2,.026102889,.86871278
3509,2,2,39,7,0,1,30,60,50,2,1,60,1,0,2,0,major,0,0,.81294537,.99517083
3509,2,2,39,7,0,1,30,60,50,3,0,50,0,1,0,2,minor,0,0,.16095176,.9760766
3510,3,6,25,10,0,1,70,60,50,1,0,70,0,0,0,0,major,1,6,.69911039,.98798043
3510,3,6,25,10,0,1,70,60,50,2,0,60,1,0,6,0,major,0,0,.13997127,.94271654
3510,3,6,25,10,0,1,70,60,50,3,1,50,0,1,0,6,minor,0,0,.16091837,.94979894
3511,1,7,35,10,1,1,85,15,40,1,1,85,0,0,0,0,major,1,7,.95991129,.99529278
3511,1,7,35,10,1,1,85,15,40,2,0,15,1,0,7,0,major,0,0,.0023334478,.33949259
3511,1,7,35,10,1,1,85,15,40,3,0,40,0,1,0,7,minor,0,0,.037755243,.89266163
3513,2,2,44,16,0,1,50,70,60,1,0,50,0,0,0,0,major,1,2,.047907751,.95888412
3513,2,2,44,16,0,1,50,70,60,2,1,70,1,0,2,0,major,0,0,.79474407,.99742192
3513,2,2,44,16,0,1,50,70,60,3,0,60,0,1,0,2,minor,0,0,.15734817,.98711294
3514,1,7,31,18,0,1,80,40,40,1,1,80,0,0,0,0,major,1,7,.93459982,.99356151
3514,1,7,31,18,0,1,80,40,40,2,0,40,1,0,7,0,major,0,0,.015033026,.71282238
3514,1,7,31,18,0,1,80,40,40,3,0,40,0,1,0,7,minor,0,0,.050367162,.89266163
3515,1,5,72,18,0,1,85,50,60,1,1,85,0,0,0,0,major,1,5,.78029788,.99529278
3515,1,5,72,18,0,1,85,50,60,2,0,50,1,0,5,0,major,0,0,.060854696,.9428243
3515,1,5,72,18,0,1,85,50,60,3,0,60,0,1,0,5,minor,0,0,.15884745,.97729504
3516,2,1,26,6,1,0,15,70,0,1,0,15,0,0,0,0,major,1,1,.003511877,.72007072
3516,2,1,26,6,1,0,15,70,0,2,1,70,1,0,1,0,major,0,0,.99359375,.99862784
3516,2,1,26,6,1,0,15,70,0,3,0,0,0,1,0,1,minor,0,0,.0028943608,.67948937
3517,1,5,34,17,1,1,70,40,15,1,1,70,0,0,0,0,major,1,5,.87902492,.98798043
3517,1,5,34,17,1,1,70,40,15,2,0,40,1,0,5,0,major,0,0,.093931332,.89778721
3517,1,5,34,17,1,1,70,40,15,3,0,15,0,1,0,5,minor,0,0,.027043771,.71662241
3522,2,3,20,9,1,1,85,85,100,1,0,85,0,0,0,0,major,1,3,.13858703,.99529278
3522,2,3,20,9,1,1,85,85,100,2,1,85,1,0,3,0,major,0,0,.34675518,.99811333
3522,2,3,20,9,1,1,85,85,100,3,0,100,0,1,0,3,minor,0,0,.5146578,.99872804
3523,2,1,71,11,0,1,30,85,50,1,0,30,0,0,0,0,major,1,1,.0034317565,.86871278
3523,2,1,71,11,0,1,30,85,50,2,1,85,1,0,1,0,major,0,0,.97092581,.99946612
3523,2,1,71,11,0,1,30,85,50,3,0,50,0,1,0,1,minor,0,0,.025642432,.98017526
3524,2,3,53,19,0,0,15,60,0,1,0,15,0,0,0,0,major,1,3,.022650765,.72007072
3524,2,3,53,19,0,0,15,60,0,2,1,60,1,0,3,0,major,0,0,.96463692,.99095422
3524,2,3,53,19,0,0,15,60,0,3,0,0,0,1,0,3,minor,0,0,.012712328,.59078008
3525,2,1,35,19,1,0,30,50,30,1,0,30,0,0,0,0,major,1,1,.029132292,.86871278
3525,2,1,35,19,1,0,30,50,30,2,1,50,1,0,1,0,major,0,0,.90910661,.99518043
3525,2,1,35,19,1,0,30,50,30,3,0,30,0,1,0,1,minor,0,0,.061761081,.93345731
3526,1,6,36,20,1,1,85,40,0,1,1,85,0,0,0,0,major,1,6,.97473472,.99529278
3526,1,6,36,20,1,1,85,40,0,2,0,40,1,0,6,0,major,0,0,.021525349,.8236106
3526,1,6,36,20,1,1,85,40,0,3,0,0,0,1,0,6,minor,0,0,.0037399274,.44789946
3527,1,6,81,15,0,1,60,50,30,1,1,60,0,0,0,0,major,1,6,.7559616,.97767019
3527,1,6,81,15,0,1,60,50,30,2,0,50,1,0,6,0,major,0,0,.15135364,.89760375
3527,1,6,81,15,0,1,60,50,30,3,0,30,0,1,0,6,minor,0,0,.092684761,.8429659
3529,2,3,21,6,1,0,30,70,70,1,0,30,0,0,0,0,major,1,3,.019993754,.86871278
3529,2,3,21,6,1,0,30,70,70,2,1,70,1,0,3,0,major,0,0,.62144077,.99516124
3529,2,3,21,6,1,0,30,70,70,3,0,70,0,1,0,3,minor,0,0,.35856548,.99164343
3531,2,6,27,21,1,1,70,60,50,1,0,70,0,0,0,0,major,1,6,.69911039,.98798043
3531,2,6,27,21,1,1,70,60,50,2,1,60,1,0,6,0,major,0,0,.13997127,.94271654
3531,2,6,27,21,1,1,70,60,50,3,0,50,0,1,0,6,minor,0,0,.16091837,.94979894
3532,1,5,30,22,0,1,85,40,0,1,1,85,0,0,0,0,major,1,5,.95584834,.99529278
3532,1,5,30,22,0,1,85,40,0,2,0,40,1,0,5,0,major,0,0,.039707396,.89778721
3532,1,5,30,22,0,1,85,40,0,3,0,0,0,1,0,5,minor,0,0,.0044442788,.49573913
3533,3,4,28,21,1,1,85,40,70,1,0,85,0,0,0,0,major,1,4,.64881182,.99529278
3533,3,4,28,21,1,1,85,40,70,2,0,40,1,0,4,0,major,0,0,.050701384,.94293189
3533,3,4,28,21,1,1,85,40,70,3,1,70,0,1,0,4,minor,0,0,.3004868,.98989129
3534,2,3,46,20,1,1,0,60,60,1,0,0,0,0,0,0,major,1,3,.0057551465,.5
3534,2,3,46,20,1,1,0,60,60,2,1,60,1,0,3,0,major,0,0,.63046974,.99095422
3534,2,3,46,20,1,1,0,60,60,3,0,60,0,1,0,3,minor,0,0,.3637751,.98442578
3535,1,7,72,11,0,1,85,70,30,1,1,85,0,0,0,0,major,1,7,.91022563,.99529278
3535,1,7,72,11,0,1,85,70,30,2,0,70,1,0,7,0,major,0,0,.070704639,.94260859
3535,1,7,72,11,0,1,85,70,30,3,0,30,0,1,0,7,minor,0,0,.019069705,.81582993
3536,1,5,41,14,0,0,70,60,40,1,1,70,0,0,0,0,major,1,5,.65565097,.98798043
3536,1,5,41,14,0,0,70,60,40,2,0,60,1,0,5,0,major,0,0,.24693605,.96870875
3536,1,5,41,14,0,0,70,60,40,3,0,40,0,1,0,5,minor,0,0,.097412996,.92431384
3537,2,2,65,16,1,1,15,70,70,1,0,15,0,0,0,0,major,1,2,.0048238277,.72007072
3537,2,2,65,16,1,1,15,70,70,2,1,70,1,0,2,0,major,0,0,.72550881,.99742192
3537,2,2,65,16,1,1,15,70,70,3,0,70,0,1,0,2,minor,0,0,.26966733,.99309397
3538,2,6,30,21,1,1,25,75,5,1,0,25,0,0,0,0,major,1,6,.10003842,.82845086
3538,2,6,30,21,1,1,25,75,5,2,1,75,1,0,6,0,major,0,0,.87693512,.97692287
3538,2,6,30,21,1,1,25,75,5,3,0,5,0,1,0,6,minor,0,0,.023026435,.5264194
3540,1,5,33,16,0,1,100,15,0,1,1,100,0,0,0,0,major,1,5,.99487478,.99816477
3540,1,5,33,16,0,1,100,15,0,2,0,15,1,0,5,0,major,0,0,.0033269466,.64524174
3540,1,5,33,16,0,1,100,15,0,3,0,0,0,1,0,5,minor,0,0,.0017982656,.49573913
3543,2,2,55,20,1,1,40,60,15,1,0,40,0,0,0,0,major,1,2,.055706222,.92549759
3543,2,2,55,20,1,1,40,60,15,2,1,60,1,0,2,0,major,0,0,.92411333,.99517083
3543,2,2,55,20,1,1,40,60,15,3,0,15,0,1,0,2,minor,0,0,.020180423,.81818831
3545,3,5,43,21,0,1,40,30,60,1,0,40,0,0,0,0,major,1,5,.20654307,.92549759
3545,3,5,43,21,0,1,40,30,60,2,0,30,1,0,5,0,major,0,0,.077789761,.82390058
3545,3,5,43,21,0,1,40,30,60,3,1,60,0,1,0,5,minor,0,0,.71566719,.97729504
3546,1,4,42,24,0,1,85,30,30,1,1,85,0,0,0,0,major,1,4,.92686415,.99529278
3546,1,4,42,24,0,1,85,30,30,2,0,30,1,0,4,0,major,0,0,.038580328,.89797032
3546,1,4,42,24,0,1,85,30,30,3,0,30,0,1,0,4,minor,0,0,.034555543,.88742447
3549,2,2,38,21,1,1,85,85,85,1,0,85,0,0,0,0,major,1,2,.13411675,.99529278
3549,2,2,38,21,1,1,85,85,85,2,1,85,1,0,2,0,major,0,0,.63125098,.9989962
3549,2,2,38,21,1,1,85,85,85,3,0,85,0,1,0,2,minor,0,0,.23463225,.9973039
3550,1,7,46,15,1,1,85,15,15,1,1,85,0,0,0,0,major,1,7,.98953521,.99529278
3550,1,7,46,15,1,1,85,15,15,2,0,15,1,0,7,0,major,0,0,.0024054605,.33949259
3550,1,7,46,15,1,1,85,15,15,3,0,15,0,1,0,7,minor,0,0,.0080593359,.63263404
3551,1,7,75,16,1,1,100,30,50,1,1,100,0,0,0,0,major,1,7,.96980345,.99816477
3551,1,7,75,16,1,1,100,30,50,2,0,30,1,0,7,0,major,0,0,.0023574946,.56936389
3551,1,7,75,16,1,1,100,30,50,3,0,50,0,1,0,7,minor,0,0,.02783904,.93980575
3552,3,3,74,11,1,1,40,60,70,1,0,40,0,0,0,0,major,1,3,.051622778,.92549759
3552,3,3,74,11,1,1,40,60,70,2,0,60,1,0,3,0,major,0,0,.45524403,.99095422
3552,3,3,74,11,1,1,40,60,70,3,1,70,0,1,0,3,minor,0,0,.49313319,.99164343
3553,1,7,38,12,0,1,100,10,5,1,1,100,0,0,0,0,major,1,7,.9976294,.99816477
3553,1,7,38,12,0,1,100,10,5,2,0,10,1,0,7,0,major,0,0,.00068807171,.27279383
3553,1,7,38,12,0,1,100,10,5,3,0,5,0,1,0,7,minor,0,0,.0016825157,.47842807
3555,1,4,36,18,1,1,50,50,50,1,1,50,0,0,0,0,major,1,4,.28397587,.95888412
3555,1,4,36,18,1,1,50,50,50,2,0,50,1,0,4,0,major,0,0,.37771404,.96876925
3555,1,4,36,18,1,1,50,50,50,3,0,50,0,1,0,4,minor,0,0,.33831009,.96525812
3558,1,7,57,17,1,1,85,30,15,1,1,85,0,0,0,0,major,1,7,.9858067,.99529278
3558,1,7,57,17,1,1,85,30,15,2,0,30,1,0,7,0,major,0,0,.0061643263,.56936389
3558,1,7,57,17,1,1,85,30,15,3,0,15,0,1,0,7,minor,0,0,.0080289692,.63263404
3559,3,4,52,19,0,1,85,50,100,1,0,85,0,0,0,0,major,1,4,.23746127,.99529278
3559,3,4,52,19,0,1,85,50,100,2,0,50,1,0,4,0,major,0,0,.03483735,.96876925
3559,3,4,52,19,0,1,85,50,100,3,1,100,0,1,0,4,minor,0,0,.72770137,.99845904
3561,2,3,44,22,1,1,30,60,0,1,0,30,0,0,0,0,major,1,3,.056261539,.86871278
3561,2,3,44,22,1,1,30,60,0,2,1,60,1,0,3,0,major,0,0,.9314633,.99095422
3561,2,3,44,22,1,1,30,60,0,3,0,0,0,1,0,3,minor,0,0,.012275155,.59078008
