country,ccode,year,exptorev,lnpop,lngnp,lnimports,lnexports,democracy
U.K.,1210,1990,1.0217711,10.957973,9.6847095,3.0655849,2.8999369,10
U.K.,1210,1991,1.077425,10.962129,9.7171583,2.9999733,2.9046032,10
U.K.,1210,1992,1.1990507,10.968302,9.7567844,3.0534351,2.9362476,10
U.K.,1210,1993,1,10.971486,9.7964592,3.0071666,2.9017513,10
U.K.,1210,1994,1.1789521,10.974985,9.8361187,3.1043177,3.0275216,10
IRELAND,1212,1950,1.2521647,7.9959803,6.1312265,-3.1077816,-3.8922203,8
IRELAND,1212,1951,1.2575328,7.9922686,6.1612072,-2.8594546,-3.7766182,8
IRELAND,1212,1952,1.4340224,7.9905767,6.1923623,-3.0303237,-3.5543485,10
IRELAND,1212,1953,1.2948548,7.9892216,6.2225761,-2.9739707,-3.4420192,10
IRELAND,1212,1954,1.2375858,7.9837809,6.2499752,-2.9877641,-3.4295969,10
IRELAND,1212,1955,1.2218728,7.9796815,6.2785215,-2.8438699,-3.473768,10
IRELAND,1212,1956,1.1496266,7.971776,6.3062754,-2.9720159,-3.4966075,10
IRELAND,1212,1957,1.2357032,7.9672804,6.3332796,-2.9642336,-3.3022573,10
IRELAND,1212,1958,1.1937903,7.9561262,6.3595738,-2.8877752,-3.3022573,10
IRELAND,1212,1959,1.1009784,7.9536695,6.3750248,-2.821779,-3.3077071,10
IRELAND,1212,1960,1.151757,7.9494443,6.4614682,-2.7598701,-3.1512172,10
IRELAND,1212,1961,1.2009188,7.9427176,6.5439119,-2.6145599,-2.9857819,10
IRELAND,1212,1962,1.2115794,7.9466176,6.5694814,-2.5691583,-3.020025,10
IRELAND,1212,1963,1.21975,7.9505024,6.6982679,-2.4510851,-2.9004221,10
IRELAND,1212,1964,1.1939487,7.9547234,6.8221974,-2.3238087,-2.7757938,10
IRELAND,1212,1965,1.2128698,7.9606724,6.880384,-2.2614431,-2.7806208,10
IRELAND,1212,1966,1.2265676,7.9669337,6.9324479,-2.2585683,-2.6809216,10
IRELAND,1212,1967,1.0006876,7.9721212,6.9865665,-2.2256241,-2.5421121,10
IRELAND,1212,1968,1.0242277,7.9759083,7.0255384,-2.1269526,-2.5257287,10
IRELAND,1212,1969,1,7.9796815,7.0639038,-1.9540431,-2.4168742,10
IRELAND,1212,1970,0.97755599,7.9895606,7.2004247,-1.8496006,-2.2633643,10
IRELAND,1212,1971,0.994412,7.9996786,7.3870902,-1.6955405,-2.0317948,10
IRELAND,1212,1972,0.97633606,8.0096951,7.544332,-1.5649427,-1.8244892,10
IRELAND,1212,1973,1.0131166,8.0163183,7.6801758,-1.2765435,-1.5459937,10
IRELAND,1212,1974,1.1416954,8.0346308,7.6921134,-0.96443117,-1.3356012,10
IRELAND,1212,1975,1.0628378,8.0478296,7.8038435,-0.97339034,-1.1419374,10
IRELAND,1212,1976,1.3167847,8.05896,7.8709297,-0.87107837,-1.1050328,10
IRELAND,1212,1977,1.3122574,8.0699682,8.0261698,-0.61729789,-0.82052612,10
IRELAND,1212,1978,1.4124563,8.0959034,8.1519098,-0.3415049,-0.5651058,10
IRELAND,1212,1979,1.4248672,8.1211834,8.4073782,-0.015113623,-0.33226112,10
IRELAND,1212,1980,1.3945395,8.1318245,8.4929008,0.10894411,-0.16263658,10
IRELAND,1212,1981,1.4402105,8.1440983,8.5621662,0.059023298,-0.26409578,10
IRELAND,1212,1982,1.3930844,8.1496019,8.5271435,-0.030356135,-0.21542339,10
IRELAND,1212,1983,1.3122241,8.1553621,8.4784527,-0.14041214,-0.16983977,10
IRELAND,1212,1984,1.2967566,8.1608038,8.5131855,-0.08523117,-0.059643865,10
IRELAND,1212,1985,1.3225079,8.1665001,8.4846697,-0.051293306,0.013014965,10
IRELAND,1212,1986,1.3049288,8.1721649,8.5291214,0.11546929,0.21228483,10
IRELAND,1212,1987,1.2414998,8.1713171,8.7467165,0.25835627,0.44269669,10
IRELAND,1212,1988,1.0784658,8.1704683,8.9199877,0.37631088,0.60922194,10
IRELAND,1212,1989,1.0595075,8.1696196,9.0710783,0.49176514,0.71079057,10
IRELAND,1212,1990,1.0549603,8.1687698,9.1642962,0.66253334,0.84762639,10
IRELAND,1212,1991,1.0248903,8.1679192,9.3191948,0.66093385,0.86115849,10
IRELAND,1212,1992,1.0713856,8.1721649,9.3794918,0.74488539,1.0334336,10
IRELAND,1212,1993,1.0239497,8.1763916,9.4398632,0.72042185,1.0552872,10
IRELAND,1212,1994,1.0276279,8.1806011,9.5001698,0.88686192,1.2131902,10
